Order Number,Start Date,End Date,Line,Shift,Posting date,POT Min,POT Hour,Notification Number,Equiment,Downtime(in Secods),Breakdown,Group,Description,WERKS CODE,WERKS
000010017164,23/05/2024 00:00,24/05/2024 00:00,Line 4,2,23/05/2024 00:00,705,11.75,000010068649,000000000010001284,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017164,23/05/2024 00:00,24/05/2024 00:00,Line 4,2,23/05/2024 00:00,705,11.75,000010068703,000000000010001301,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030004869,23/05/2024 00:00,23/05/2024 00:00,Line 4,1,23/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004870,23/05/2024 00:00,23/05/2024 00:00,Line 4,2,23/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017208,24/05/2024 00:00,24/05/2024 00:00,Line 4,1,24/05/2024 00:00,705,11.75,000010068821,000000000010001333,12,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017209,24/05/2024 00:00,25/05/2024 00:00,Line 4,2,24/05/2024 00:00,705,11.75,000010068849,000000000010001300,48,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030004887,24/05/2024 00:00,24/05/2024 00:00,Line 4,1,24/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004888,24/05/2024 00:00,24/05/2024 00:00,Line 4,2,24/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017303,25/05/2024 00:00,25/05/2024 00:00,Line 4,1,25/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010017304,25/05/2024 00:00,25/05/2024 00:00,Line 4,2,25/05/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030004903,25/05/2024 00:00,25/05/2024 00:00,Line 4,1,25/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004904,25/05/2024 00:00,25/05/2024 00:00,Line 4,2,25/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017394,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,615,10.25,000010069372,000000000010001231,15,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017394,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,615,10.25,000010069370,000000000010001300,12,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017394,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,615,10.25,000010071435,000000000010001301,14,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017394,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,615,10.25,000010069359,000000000010001304,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017394,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,615,10.25,000010069371,000000000010001327,12,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010017394,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,615,10.25,000010069470,000000000010001536,22,breakdown,P-DEFMAT,PROD_DEFECTIVE_MATERIAL,A112,Kaduna Noodles
000010017395,27/05/2024 00:00,28/05/2024 00:00,Line 4,2,27/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004915,27/05/2024 00:00,27/05/2024 00:00,Line 4,1,27/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004916,27/05/2024 00:00,27/05/2024 00:00,Line 4,2,27/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017443,28/05/2024 00:00,28/05/2024 00:00,Line 4,1,28/05/2024 00:00,705,11.75,000010069592,000000000010001237,15,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017443,28/05/2024 00:00,28/05/2024 00:00,Line 4,1,28/05/2024 00:00,705,11.75,000010069593,000000000010001293,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017443,28/05/2024 00:00,28/05/2024 00:00,Line 4,1,28/05/2024 00:00,705,11.75,000010069558,000000000010001334,112,breakdown,,,A112,Kaduna Noodles
000010017443,28/05/2024 00:00,28/05/2024 00:00,Line 4,1,28/05/2024 00:00,705,11.75,000010069559,000000000010001536,60,breakdown,P-DEFMAT,PROD_DEFECTIVE_MATERIAL,A112,Kaduna Noodles
000010017444,28/05/2024 00:00,29/05/2024 00:00,Line 4,2,28/05/2024 00:00,705,11.75,000010069698,000000000010001238,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017444,28/05/2024 00:00,29/05/2024 00:00,Line 4,2,28/05/2024 00:00,705,11.75,000010069697,000000000010001291,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017444,28/05/2024 00:00,29/05/2024 00:00,Line 4,2,28/05/2024 00:00,705,11.75,000010069699,000000000010001291,11,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017444,28/05/2024 00:00,29/05/2024 00:00,Line 4,2,28/05/2024 00:00,705,11.75,000010069696,000000000010001301,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017444,28/05/2024 00:00,29/05/2024 00:00,Line 4,2,28/05/2024 00:00,705,11.75,000010069659,000000000010001333,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017444,28/05/2024 00:00,29/05/2024 00:00,Line 4,2,28/05/2024 00:00,705,11.75,000010069680,000000000010001336,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030004953,28/05/2024 00:00,28/05/2024 00:00,Line 4,1,28/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004954,28/05/2024 00:00,28/05/2024 00:00,Line 4,2,28/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017477,29/05/2024 00:00,29/05/2024 00:00,Line 4,1,29/05/2024 00:00,705,11.75,000010069831,000000000010001257,10,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010017477,29/05/2024 00:00,29/05/2024 00:00,Line 4,1,29/05/2024 00:00,705,11.75,000010069833,000000000010001333,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069871,000000000010001231,83,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069872,000000000010001231,39,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069882,000000000010001305,30,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069884,000000000010001333,49,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069883,000000000010001334,10,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069874,000000000010001336,16,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010017478,29/05/2024 00:00,30/05/2024 00:00,Line 4,2,29/05/2024 00:00,705,11.75,000010069875,000000000010001336,5,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000030004969,29/05/2024 00:00,29/05/2024 00:00,Line 4,1,29/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030004970,29/05/2024 00:00,29/05/2024 00:00,Line 4,2,29/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017534,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,705,11.75,000010070004,000000000010001238,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017534,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,705,11.75,000010069967,000000000010001257,8,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000010017534,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,705,11.75,000010070002,000000000010001275,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017534,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,705,11.75,000010069969,000000000010001333,8,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017534,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,705,11.75,000010070000,000000000010001333,10,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017534,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,705,11.75,000010070001,000000000010001336,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017535,30/05/2024 00:00,31/05/2024 00:00,Line 4,2,30/05/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030004999,30/05/2024 00:00,30/05/2024 00:00,Line 4,1,30/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005000,30/05/2024 00:00,30/05/2024 00:00,Line 4,2,30/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017605,31/05/2024 00:00,31/05/2024 00:00,Line 4,1,31/05/2024 00:00,705,11.75,000010070239,000000000010001260,18,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017605,31/05/2024 00:00,31/05/2024 00:00,Line 4,1,31/05/2024 00:00,705,11.75,000010070261,000000000010001282,5,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017606,31/05/2024 00:00,01/06/2024 00:00,Line 4,2,31/05/2024 00:00,705,11.75,000010070310,000000000010001250,60,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010017606,31/05/2024 00:00,01/06/2024 00:00,Line 4,2,31/05/2024 00:00,705,11.75,000010070315,000000000010001257,31,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010017606,31/05/2024 00:00,01/06/2024 00:00,Line 4,2,31/05/2024 00:00,705,11.75,000010070314,000000000010001275,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017606,31/05/2024 00:00,01/06/2024 00:00,Line 4,2,31/05/2024 00:00,705,11.75,000010070278,000000000010001333,2,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030005015,31/05/2024 00:00,31/05/2024 00:00,Line 4,1,31/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005016,31/05/2024 00:00,31/05/2024 00:00,Line 4,2,31/05/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017660,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,526,8.766666666666667,000010070414,,59,breakdown,,,A112,Kaduna Noodles
000010017660,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,526,8.766666666666667,000010070378,000000000010001231,34,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017660,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,526,8.766666666666667,000010070379,000000000010001231,28,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017660,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,526,8.766666666666667,000010070420,000000000010001231,10,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017660,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,526,8.766666666666667,000010070415,000000000010001300,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017660,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,526,8.766666666666667,000010070421,000000000010001301,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017661,01/06/2024 00:00,02/06/2024 00:00,Line 4,2,01/06/2024 00:00,705,11.75,000010070454,000000000010001305,11,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017661,01/06/2024 00:00,02/06/2024 00:00,Line 4,2,01/06/2024 00:00,705,11.75,000010070429,000000000010001334,1,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005038,01/06/2024 00:00,01/06/2024 00:00,Line 4,1,01/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005039,01/06/2024 00:00,01/06/2024 00:00,Line 4,2,01/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017733,02/06/2024 00:00,02/06/2024 00:00,Line 4,1,02/06/2024 00:00,705,11.75,000010076238,000000000010001275,12,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017734,02/06/2024 00:00,03/06/2024 00:00,Line 4,2,02/06/2024 00:00,705,11.75,000010070566,000000000010001302,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017734,02/06/2024 00:00,03/06/2024 00:00,Line 4,2,02/06/2024 00:00,705,11.75,000010070562,000000000010001336,9,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005065,02/06/2024 00:00,02/06/2024 00:00,Line 4,1,02/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005066,02/06/2024 00:00,02/06/2024 00:00,Line 4,2,02/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017759,03/06/2024 00:00,03/06/2024 00:00,Line 4,1,03/06/2024 00:00,705,11.75,000010070690,000000000010001274,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017780,03/06/2024 00:00,04/06/2024 00:00,Line 4,2,03/06/2024 00:00,705,11.75,000010070732,000000000010001238,9,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017780,03/06/2024 00:00,04/06/2024 00:00,Line 4,2,03/06/2024 00:00,705,11.75,000010070828,000000000010001238,9,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017780,03/06/2024 00:00,04/06/2024 00:00,Line 4,2,03/06/2024 00:00,705,11.75,000010070696,000000000010001293,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030005077,03/06/2024 00:00,03/06/2024 00:00,Line 4,1,03/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005078,03/06/2024 00:00,03/06/2024 00:00,Line 4,2,03/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017845,04/06/2024 00:00,05/06/2024 00:00,Line 4,2,04/06/2024 00:00,705,11.75,000010070921,000000000010001314,,no breakdown,E-CW,ENG_CHECK_WEIGHER,A112,Kaduna Noodles
000010017845,04/06/2024 00:00,05/06/2024 00:00,Line 4,2,04/06/2024 00:00,705,11.75,000010070859,000000000010001238,70,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010017845,04/06/2024 00:00,05/06/2024 00:00,Line 4,2,04/06/2024 00:00,705,11.75,000010070857,000000000010001270,58,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010017845,04/06/2024 00:00,05/06/2024 00:00,Line 4,2,04/06/2024 00:00,705,11.75,000010070920,000000000010001275,4,breakdown,,,A112,Kaduna Noodles
000030005097,04/06/2024 00:00,04/06/2024 00:00,Line 4,1,04/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005098,04/06/2024 00:00,04/06/2024 00:00,Line 4,2,04/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017879,05/06/2024 00:00,05/06/2024 00:00,Line 4,1,05/06/2024 00:00,705,11.75,000010071077,000000000010001332,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017900,05/06/2024 00:00,06/06/2024 00:00,Line 4,2,05/06/2024 00:00,705,11.75,000010071180,000000000010000690,11,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010017900,05/06/2024 00:00,06/06/2024 00:00,Line 4,2,05/06/2024 00:00,705,11.75,000010071182,000000000010000690,16,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010017900,05/06/2024 00:00,06/06/2024 00:00,Line 4,2,05/06/2024 00:00,705,11.75,000010071153,000000000010001250,36,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010017900,05/06/2024 00:00,06/06/2024 00:00,Line 4,2,05/06/2024 00:00,705,11.75,000010071125,000000000010001301,19,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030005116,05/06/2024 00:00,05/06/2024 00:00,Line 4,1,05/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005117,05/06/2024 00:00,05/06/2024 00:00,Line 4,2,05/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017915,06/06/2024 00:00,06/06/2024 00:00,Line 4,1,06/06/2024 00:00,705,11.75,000010071332,000000000010000690,58,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010017916,06/06/2024 00:00,07/06/2024 00:00,Line 4,2,06/06/2024 00:00,705,11.75,000010071377,000000000010001275,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017916,06/06/2024 00:00,07/06/2024 00:00,Line 4,2,06/06/2024 00:00,705,11.75,000010071374,000000000010001301,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017916,06/06/2024 00:00,07/06/2024 00:00,Line 4,2,06/06/2024 00:00,705,11.75,000010071375,000000000010001301,16,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010017916,06/06/2024 00:00,07/06/2024 00:00,Line 4,2,06/06/2024 00:00,705,11.75,000010071378,000000000010001301,9,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017916,06/06/2024 00:00,07/06/2024 00:00,Line 4,2,06/06/2024 00:00,705,11.75,000010071376,000000000010001332,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005178,06/06/2024 00:00,06/06/2024 00:00,Line 4,1,06/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005179,06/06/2024 00:00,06/06/2024 00:00,Line 4,2,06/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010017975,07/06/2024 00:00,07/06/2024 00:00,Line 4,1,07/06/2024 00:00,705,11.75,000010071564,000000000010001326,10,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010017976,07/06/2024 00:00,08/06/2024 00:00,Line 4,2,07/06/2024 00:00,705,11.75,000010071622,000000000010001275,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017976,07/06/2024 00:00,08/06/2024 00:00,Line 4,2,07/06/2024 00:00,705,11.75,000010071629,000000000010001275,15,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010017976,07/06/2024 00:00,08/06/2024 00:00,Line 4,2,07/06/2024 00:00,705,11.75,000010071625,000000000010001302,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010017976,07/06/2024 00:00,08/06/2024 00:00,Line 4,2,07/06/2024 00:00,705,11.75,000010071623,000000000010001336,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005195,07/06/2024 00:00,07/06/2024 00:00,Line 4,1,07/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005196,07/06/2024 00:00,07/06/2024 00:00,Line 4,2,07/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005215,08/06/2024 00:00,08/06/2024 00:00,Line 4,1,08/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018150,10/06/2024 00:00,10/06/2024 00:00,Line 4,1,10/06/2024 00:00,615,10.25,000010072072,000000000010001217,18,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010018150,10/06/2024 00:00,10/06/2024 00:00,Line 4,1,10/06/2024 00:00,615,10.25,000010072073,000000000010001275,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018150,10/06/2024 00:00,10/06/2024 00:00,Line 4,1,10/06/2024 00:00,615,10.25,000010072074,000000000010001275,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018151,10/06/2024 00:00,11/06/2024 00:00,Line 4,2,10/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005231,10/06/2024 00:00,10/06/2024 00:00,Line 4,1,10/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005232,10/06/2024 00:00,10/06/2024 00:00,Line 4,2,10/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018242,11/06/2024 00:00,11/06/2024 00:00,Line 4,1,11/06/2024 00:00,705,11.75,000010072355,000000000010001275,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018242,11/06/2024 00:00,11/06/2024 00:00,Line 4,1,11/06/2024 00:00,705,11.75,000010072358,000000000010001275,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018242,11/06/2024 00:00,11/06/2024 00:00,Line 4,1,11/06/2024 00:00,705,11.75,000010072314,000000000010001283,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018242,11/06/2024 00:00,11/06/2024 00:00,Line 4,1,11/06/2024 00:00,705,11.75,000010072313,000000000010001284,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018242,11/06/2024 00:00,11/06/2024 00:00,Line 4,1,11/06/2024 00:00,705,11.75,000010072311,000000000010001333,19,breakdown,E-PRES,ENG_PRESSER,A112,Kaduna Noodles
000010018243,11/06/2024 00:00,12/06/2024 00:00,Line 4,2,11/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005243,11/06/2024 00:00,11/06/2024 00:00,Line 4,1,11/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005244,11/06/2024 00:00,11/06/2024 00:00,Line 4,2,11/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018301,12/06/2024 00:00,12/06/2024 00:00,Line 4,1,12/06/2024 00:00,705,11.75,000010072592,000000000010001275,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018301,12/06/2024 00:00,12/06/2024 00:00,Line 4,1,12/06/2024 00:00,705,11.75,000010072594,000000000010001302,24,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018301,12/06/2024 00:00,12/06/2024 00:00,Line 4,1,12/06/2024 00:00,705,11.75,000010072586,000000000010001316,10,breakdown,,,A112,Kaduna Noodles
000010018301,12/06/2024 00:00,12/06/2024 00:00,Line 4,1,12/06/2024 00:00,705,11.75,000010072590,000000000010001317,15,breakdown,,,A112,Kaduna Noodles
000010018302,12/06/2024 00:00,13/06/2024 00:00,Line 4,2,12/06/2024 00:00,705,11.75,000010072654,000000000010001336,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005263,12/06/2024 00:00,12/06/2024 00:00,Line 4,1,12/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005264,12/06/2024 00:00,12/06/2024 00:00,Line 4,2,12/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018337,13/06/2024 00:00,13/06/2024 00:00,Line 4,1,13/06/2024 00:00,705,11.75,000010072783,000000000010001275,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018338,13/06/2024 00:00,14/06/2024 00:00,Line 4,2,13/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005277,13/06/2024 00:00,13/06/2024 00:00,Line 4,1,13/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005278,13/06/2024 00:00,13/06/2024 00:00,Line 4,2,13/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018406,14/06/2024 00:00,14/06/2024 00:00,Line 4,1,14/06/2024 00:00,705,11.75,000010072968,000000000010001328,10,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010018407,14/06/2024 00:00,15/06/2024 00:00,Line 4,2,14/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005311,14/06/2024 00:00,14/06/2024 00:00,Line 4,1,14/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005312,14/06/2024 00:00,14/06/2024 00:00,Line 4,2,14/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018461,15/06/2024 00:00,15/06/2024 00:00,Line 4,1,15/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010018462,15/06/2024 00:00,15/06/2024 00:00,Line 4,2,15/06/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030005323,15/06/2024 00:00,15/06/2024 00:00,Line 4,1,15/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005324,15/06/2024 00:00,15/06/2024 00:00,Line 4,2,15/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018497,17/06/2024 00:00,17/06/2024 00:00,Line 4,1,17/06/2024 00:00,615,10.25,000010073407,,65,breakdown,,,A112,Kaduna Noodles
000010018497,17/06/2024 00:00,17/06/2024 00:00,Line 4,1,17/06/2024 00:00,615,10.25,000010073440,000000000010001275,20,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018497,17/06/2024 00:00,17/06/2024 00:00,Line 4,1,17/06/2024 00:00,615,10.25,000010073408,000000000010001300,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018498,17/06/2024 00:00,18/06/2024 00:00,Line 4,2,17/06/2024 00:00,705,11.75,000010073464,000000000010001275,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010018498,17/06/2024 00:00,18/06/2024 00:00,Line 4,2,17/06/2024 00:00,705,11.75,000010073465,000000000010001300,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030005335,17/06/2024 00:00,17/06/2024 00:00,Line 4,1,17/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005336,17/06/2024 00:00,17/06/2024 00:00,Line 4,2,17/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018550,18/06/2024 00:00,18/06/2024 00:00,Line 4,1,18/06/2024 00:00,705,11.75,000010073557,000000000010001302,,no breakdown,,,A112,Kaduna Noodles
