Order Number,Start Date,End Date,Line,Shift,Posting date,POT Min,POT Hour,Notification Number,Equiment,Downtime(in Secods),Breakdown,Group,Description,WERKS CODE,WERKS
000010018550,18/06/2024 00:00,18/06/2024 00:00,Line 4,1,18/06/2024 00:00,705,11.75,000010073556,000000000010001302,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018589,18/06/2024 00:00,19/06/2024 00:00,Line 4,2,18/06/2024 00:00,705,11.75,000010073596,000000000010001302,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030005351,18/06/2024 00:00,18/06/2024 00:00,Line 4,1,18/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005352,18/06/2024 00:00,18/06/2024 00:00,Line 4,2,18/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018642,19/06/2024 00:00,19/06/2024 00:00,Line 4,1,19/06/2024 00:00,705,11.75,000010073810,000000000010001300,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010018642,19/06/2024 00:00,19/06/2024 00:00,Line 4,1,19/06/2024 00:00,705,11.75,000010073811,000000000010001301,31,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018642,19/06/2024 00:00,19/06/2024 00:00,Line 4,1,19/06/2024 00:00,705,11.75,000010073831,000000000010001315,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018643,19/06/2024 00:00,20/06/2024 00:00,Line 4,2,19/06/2024 00:00,705,11.75,000010073910,000000000010001257,7,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000010018643,19/06/2024 00:00,20/06/2024 00:00,Line 4,2,19/06/2024 00:00,705,11.75,000010073911,000000000010001302,14,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030005392,19/06/2024 00:00,19/06/2024 00:00,Line 4,1,19/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005393,19/06/2024 00:00,19/06/2024 00:00,Line 4,2,19/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018687,20/06/2024 00:00,20/06/2024 00:00,Line 4,1,20/06/2024 00:00,705,11.75,000010073964,000000000010001300,,no breakdown,,,A112,Kaduna Noodles
000010018687,20/06/2024 00:00,20/06/2024 00:00,Line 4,1,20/06/2024 00:00,705,11.75,000010073966,000000000010001300,,no breakdown,,,A112,Kaduna Noodles
000010018687,20/06/2024 00:00,20/06/2024 00:00,Line 4,1,20/06/2024 00:00,705,11.75,000010074100,000000000010001257,11,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000010018687,20/06/2024 00:00,20/06/2024 00:00,Line 4,1,20/06/2024 00:00,705,11.75,000010073963,000000000010001284,20,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018688,20/06/2024 00:00,21/06/2024 00:00,Line 4,2,20/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005410,20/06/2024 00:00,20/06/2024 00:00,Line 4,1,20/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005411,20/06/2024 00:00,20/06/2024 00:00,Line 4,2,20/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018715,21/06/2024 00:00,21/06/2024 00:00,Line 4,1,21/06/2024 00:00,705,11.75,000010074134,000000000010001238,38,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010018716,21/06/2024 00:00,22/06/2024 00:00,Line 4,2,21/06/2024 00:00,705,11.75,000010074138,000000000010001237,32,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010018716,21/06/2024 00:00,22/06/2024 00:00,Line 4,2,21/06/2024 00:00,705,11.75,000010074216,000000000010001237,35,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000030005427,21/06/2024 00:00,21/06/2024 00:00,Line 4,1,21/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005428,21/06/2024 00:00,21/06/2024 00:00,Line 4,2,21/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018806,22/06/2024 00:00,22/06/2024 00:00,Line 4,1,22/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010018807,22/06/2024 00:00,22/06/2024 00:00,Line 4,2,22/06/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030005458,22/06/2024 00:00,22/06/2024 00:00,Line 4,1,22/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005459,22/06/2024 00:00,22/06/2024 00:00,Line 4,2,22/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018891,24/06/2024 00:00,24/06/2024 00:00,Line 4,1,24/06/2024 00:00,615,10.25,000010074715,000000000010001230,15,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010018891,24/06/2024 00:00,24/06/2024 00:00,Line 4,1,24/06/2024 00:00,615,10.25,000010074719,000000000010001238,23,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010018891,24/06/2024 00:00,24/06/2024 00:00,Line 4,1,24/06/2024 00:00,615,10.25,000010074718,000000000010001274,22,breakdown,W-MTRLSP,WRHS_MAT_SUPPLY_DELAY,A112,Kaduna Noodles
000010018891,24/06/2024 00:00,24/06/2024 00:00,Line 4,1,24/06/2024 00:00,615,10.25,000010074705,000000000010001307,20,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010018892,24/06/2024 00:00,25/06/2024 00:00,Line 4,2,24/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005471,24/06/2024 00:00,24/06/2024 00:00,Line 4,1,24/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005472,24/06/2024 00:00,24/06/2024 00:00,Line 4,2,24/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010018914,25/06/2024 00:00,25/06/2024 00:00,Line 4,1,25/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010018915,25/06/2024 00:00,26/06/2024 00:00,Line 4,2,25/06/2024 00:00,705,11.75,000010074983,000000000010001288,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010018915,25/06/2024 00:00,26/06/2024 00:00,Line 4,2,25/06/2024 00:00,705,11.75,000010074984,000000000010001328,33,breakdown,E-CCD,ENG_CARTON_CODING,A112,Kaduna Noodles
000030005508,25/06/2024 00:00,25/06/2024 00:00,Line 4,1,25/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005510,25/06/2024 00:00,25/06/2024 00:00,Line 4,2,25/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019010,26/06/2024 00:00,26/06/2024 00:00,Line 4,1,26/06/2024 00:00,705,11.75,000010074999,000000000010001231,11,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010019010,26/06/2024 00:00,26/06/2024 00:00,Line 4,1,26/06/2024 00:00,705,11.75,000010075100,000000000010001231,18,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010019011,26/06/2024 00:00,27/06/2024 00:00,Line 4,2,26/06/2024 00:00,705,11.75,000010075180,000000000010001274,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005525,26/06/2024 00:00,26/06/2024 00:00,Line 4,1,26/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005526,26/06/2024 00:00,26/06/2024 00:00,Line 4,2,26/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019038,27/06/2024 00:00,27/06/2024 00:00,Line 4,1,27/06/2024 00:00,705,11.75,000010075280,000000000010001275,11,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019039,27/06/2024 00:00,28/06/2024 00:00,Line 4,2,27/06/2024 00:00,705,11.75,000010075360,000000000010001257,33,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000030005541,27/06/2024 00:00,27/06/2024 00:00,Line 4,1,27/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005542,27/06/2024 00:00,27/06/2024 00:00,Line 4,2,27/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019085,28/06/2024 00:00,28/06/2024 00:00,Line 4,1,28/06/2024 00:00,705,11.75,000010075431,000000000010001237,15,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010019086,28/06/2024 00:00,29/06/2024 00:00,Line 4,2,28/06/2024 00:00,705,11.75,000010075501,000000000010001285,5,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019086,28/06/2024 00:00,29/06/2024 00:00,Line 4,2,28/06/2024 00:00,705,11.75,000010075534,000000000010001301,11,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030005558,28/06/2024 00:00,28/06/2024 00:00,Line 4,1,28/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005559,28/06/2024 00:00,28/06/2024 00:00,Line 4,2,28/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019184,29/06/2024 00:00,29/06/2024 00:00,Line 4,1,29/06/2024 00:00,705,11.75,000010075563,000000000010000692,35,breakdown,U-POWER,UTI_GENERATOR,A112,Kaduna Noodles
000010019185,29/06/2024 00:00,30/06/2024 00:00,Line 4,2,29/06/2024 00:00,705,11.75,000010075648,,10,breakdown,,,A112,Kaduna Noodles
000030005577,29/06/2024 00:00,29/06/2024 00:00,Line 4,1,29/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005578,29/06/2024 00:00,29/06/2024 00:00,Line 4,2,29/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019256,30/06/2024 00:00,30/06/2024 00:00,Line 4,1,30/06/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010019257,30/06/2024 00:00,01/07/2024 00:00,Line 4,2,30/06/2024 00:00,705,11.75,000010075783,000000000010001274,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019257,30/06/2024 00:00,01/07/2024 00:00,Line 4,2,30/06/2024 00:00,705,11.75,000010075782,000000000010001308,12,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000030005593,30/06/2024 00:00,30/06/2024 00:00,Line 4,1,30/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005594,30/06/2024 00:00,30/06/2024 00:00,Line 4,2,30/06/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019299,01/07/2024 00:00,01/07/2024 00:00,Line 4,1,01/07/2024 00:00,585,9.75,000010075899,,,no breakdown,,,A112,Kaduna Noodles
000010019320,01/07/2024 00:00,02/07/2024 00:00,Line 4,2,01/07/2024 00:00,705,11.75,000010075900,000000000010001332,1,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005610,01/07/2024 00:00,01/07/2024 00:00,Line 4,1,01/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005611,01/07/2024 00:00,01/07/2024 00:00,Line 4,2,01/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019392,02/07/2024 00:00,02/07/2024 00:00,Line 4,1,02/07/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010019393,02/07/2024 00:00,03/07/2024 00:00,Line 4,2,02/07/2024 00:00,705,11.75,000010076150,000000000010001334,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030005652,02/07/2024 00:00,02/07/2024 00:00,Line 4,1,02/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005653,02/07/2024 00:00,02/07/2024 00:00,Line 4,2,02/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019446,03/07/2024 00:00,03/07/2024 00:00,Line 4,1,03/07/2024 00:00,705,11.75,000010076248,000000000010001250,6,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019446,03/07/2024 00:00,03/07/2024 00:00,Line 4,1,03/07/2024 00:00,705,11.75,000010076260,000000000010001250,7,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019446,03/07/2024 00:00,03/07/2024 00:00,Line 4,1,03/07/2024 00:00,705,11.75,000010076235,000000000010001300,16,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019447,03/07/2024 00:00,04/07/2024 00:00,Line 4,2,03/07/2024 00:00,705,11.75,000010076360,000000000010001257,181,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000030005671,03/07/2024 00:00,03/07/2024 00:00,Line 4,1,03/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005672,03/07/2024 00:00,03/07/2024 00:00,Line 4,2,03/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019492,04/07/2024 00:00,04/07/2024 00:00,Line 4,1,04/07/2024 00:00,705,11.75,000010076483,000000000010001257,69,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010019493,04/07/2024 00:00,05/07/2024 00:00,Line 4,2,04/07/2024 00:00,705,11.75,000010081077,000000000010001299,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019493,04/07/2024 00:00,05/07/2024 00:00,Line 4,2,04/07/2024 00:00,705,11.75,000010076613,000000000010001302,17,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030005710,04/07/2024 00:00,04/07/2024 00:00,Line 4,1,04/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005711,04/07/2024 00:00,04/07/2024 00:00,Line 4,2,04/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019569,05/07/2024 00:00,05/07/2024 00:00,Line 4,1,05/07/2024 00:00,705,11.75,000010076696,,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010019569,05/07/2024 00:00,05/07/2024 00:00,Line 4,1,05/07/2024 00:00,705,11.75,000010076698,000000000010001334,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019570,05/07/2024 00:00,06/07/2024 00:00,Line 4,2,05/07/2024 00:00,705,11.75,000010076790,,13,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030005747,05/07/2024 00:00,05/07/2024 00:00,Line 4,1,05/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005748,05/07/2024 00:00,05/07/2024 00:00,Line 4,2,05/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019599,06/07/2024 00:00,06/07/2024 00:00,Line 4,1,06/07/2024 00:00,480,8,000010076859,000000000010001299,31,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019599,06/07/2024 00:00,06/07/2024 00:00,Line 4,1,06/07/2024 00:00,480,8,000010076858,000000000010001300,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019599,06/07/2024 00:00,06/07/2024 00:00,Line 4,1,06/07/2024 00:00,480,8,000010076855,000000000010001333,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019640,06/07/2024 00:00,06/07/2024 00:00,Line 4,1,06/07/2024 00:00,225,3.75,,,,no breakdown,,,A112,Kaduna Noodles
000010019641,06/07/2024 00:00,06/07/2024 00:00,Line 4,2,06/07/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000030005761,06/07/2024 00:00,06/07/2024 00:00,Line 4,1,06/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005762,06/07/2024 00:00,06/07/2024 00:00,Line 4,2,06/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019700,08/07/2024 00:00,08/07/2024 00:00,Line 4,1,08/07/2024 00:00,615,10.25,000010077172,000000000010001253,8,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010019700,08/07/2024 00:00,08/07/2024 00:00,Line 4,1,08/07/2024 00:00,615,10.25,000010077171,000000000010001300,10,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019701,08/07/2024 00:00,09/07/2024 00:00,Line 4,2,08/07/2024 00:00,705,11.75,000010077206,,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010019701,08/07/2024 00:00,09/07/2024 00:00,Line 4,2,08/07/2024 00:00,705,11.75,000010077204,000000000010001307,10,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000030005775,08/07/2024 00:00,08/07/2024 00:00,Line 4,1,08/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005776,08/07/2024 00:00,08/07/2024 00:00,Line 4,2,08/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019775,09/07/2024 00:00,09/07/2024 00:00,Line 4,1,09/07/2024 00:00,705,11.75,000010077307,000000000010001336,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019776,09/07/2024 00:00,10/07/2024 00:00,Line 4,2,09/07/2024 00:00,705,11.75,000010077423,000000000010001253,5,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010019776,09/07/2024 00:00,10/07/2024 00:00,Line 4,2,09/07/2024 00:00,705,11.75,000010077422,000000000010001257,17,breakdown,E-FRY,ENG_FRYER,A112,Kaduna Noodles
000010019776,09/07/2024 00:00,10/07/2024 00:00,Line 4,2,09/07/2024 00:00,705,11.75,000010077421,000000000010001284,5,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000030005813,09/07/2024 00:00,09/07/2024 00:00,Line 4,1,09/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005814,09/07/2024 00:00,09/07/2024 00:00,Line 4,2,09/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019881,10/07/2024 00:00,10/07/2024 00:00,Line 4,1,10/07/2024 00:00,705,11.75,000010077487,000000000010001238,22,breakdown,E-CC,ENG_CARTON_CASER,A112,Kaduna Noodles
000010019881,10/07/2024 00:00,10/07/2024 00:00,Line 4,1,10/07/2024 00:00,705,11.75,000010077488,000000000010001300,11,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019882,10/07/2024 00:00,11/07/2024 00:00,Line 4,2,10/07/2024 00:00,705,11.75,000010077619,000000000010001308,36,breakdown,E-AD,ENG_AUTO DISPENSER,A112,Kaduna Noodles
000010019882,10/07/2024 00:00,11/07/2024 00:00,Line 4,2,10/07/2024 00:00,705,11.75,000010077618,000000000010001317,10,breakdown,E-CW,ENG_CHECK_WEIGHER,A112,Kaduna Noodles
000030005844,10/07/2024 00:00,10/07/2024 00:00,Line 4,1,10/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005845,10/07/2024 00:00,10/07/2024 00:00,Line 4,2,10/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010019937,11/07/2024 00:00,11/07/2024 00:00,Line 4,1,11/07/2024 00:00,705,11.75,000010077751,000000000010001342,3,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000010019938,11/07/2024 00:00,12/07/2024 00:00,Line 4,2,11/07/2024 00:00,705,11.75,000010077906,000000000010001333,5,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010019971,12/07/2024 00:00,12/07/2024 00:00,Line 4,1,12/07/2024 00:00,705,11.75,000010077972,000000000010001302,21,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019971,12/07/2024 00:00,12/07/2024 00:00,Line 4,1,12/07/2024 00:00,705,11.75,000010077974,000000000010001336,5,breakdown,E-SLT,ENG_SLITTER,A112,Kaduna Noodles
000010019972,12/07/2024 00:00,13/07/2024 00:00,Line 4,2,12/07/2024 00:00,705,11.75,000010078067,000000000010001300,17,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010019972,12/07/2024 00:00,13/07/2024 00:00,Line 4,2,12/07/2024 00:00,705,11.75,000010078068,000000000010001300,27,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010020013,13/07/2024 00:00,13/07/2024 00:00,Line 4,1,13/07/2024 00:00,705,11.75,000010078194,000000000010001329,15,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010020014,13/07/2024 00:00,14/07/2024 00:00,Line 4,2,13/07/2024 00:00,705,11.75,000010078253,000000000010001336,4,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010020063,14/07/2024 00:00,14/07/2024 00:00,Line 4,1,14/07/2024 00:00,705,11.75,000010078292,000000000010001329,10,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010020064,14/07/2024 00:00,15/07/2024 00:00,Line 4,2,14/07/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010020161,15/07/2024 00:00,15/07/2024 00:00,Line 4,1,15/07/2024 00:00,705,11.75,000010078469,000000000010001250,14,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010020162,15/07/2024 00:00,16/07/2024 00:00,Line 4,2,15/07/2024 00:00,705,11.75,000010078532,000000000010001257,14,breakdown,P-CLEAN,PROD_CLEANING_ISSUES,A112,Kaduna Noodles
000030005948,15/07/2024 00:00,15/07/2024 00:00,Line 4,1,15/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005949,15/07/2024 00:00,15/07/2024 00:00,Line 4,2,15/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010020244,16/07/2024 00:00,16/07/2024 00:00,Line 4,1,16/07/2024 00:00,538,8.966666666666667,000010078665,,10,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010020244,16/07/2024 00:00,16/07/2024 00:00,Line 4,1,16/07/2024 00:00,538,8.966666666666667,000010078664,000000000010001274,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010020271,16/07/2024 00:00,16/07/2024 00:00,Line 4,1,16/07/2024 00:00,167,2.783333333333333,000010078666,000000000010001238,10,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010020272,16/07/2024 00:00,17/07/2024 00:00,Line 4,2,16/07/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000030005978,16/07/2024 00:00,16/07/2024 00:00,Line 4,1,16/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030005979,16/07/2024 00:00,16/07/2024 00:00,Line 4,2,16/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010020275,17/07/2024 00:00,17/07/2024 00:00,Line 4,1,17/07/2024 00:00,705,11.75,000010078908,000000000010001274,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010020276,17/07/2024 00:00,18/07/2024 00:00,Line 4,2,17/07/2024 00:00,705,11.75,000010079015,000000000010001286,6,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000030005993,17/07/2024 00:00,17/07/2024 00:00,Line 4,2,17/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010020348,18/07/2024 00:00,18/07/2024 00:00,Line 4,1,18/07/2024 00:00,705,11.75,000010079134,000000000010001274,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010020348,18/07/2024 00:00,18/07/2024 00:00,Line 4,1,18/07/2024 00:00,705,11.75,000010079133,000000000010001285,15,breakdown,E-PKG,ENG_PACKAGING,A112,Kaduna Noodles
000010020349,18/07/2024 00:00,19/07/2024 00:00,Line 4,2,18/07/2024 00:00,705,11.75,000010079231,000000000010001275,3,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030006032,18/07/2024 00:00,18/07/2024 00:00,Line 4,1,18/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030006033,18/07/2024 00:00,18/07/2024 00:00,Line 4,2,18/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010020407,19/07/2024 00:00,19/07/2024 00:00,Line 4,1,19/07/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010020408,19/07/2024 00:00,20/07/2024 00:00,Line 4,2,19/07/2024 00:00,705,11.75,000010079481,000000000010001257,5,breakdown,P-ACC,PROD_ACCUMULATION,A112,Kaduna Noodles
000010020408,19/07/2024 00:00,20/07/2024 00:00,Line 4,2,19/07/2024 00:00,705,11.75,000010079385,000000000010001275,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000030006048,19/07/2024 00:00,19/07/2024 00:00,Line 4,1,19/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000030006049,19/07/2024 00:00,19/07/2024 00:00,Line 4,2,19/07/2024 00:00,0,0,,,,no breakdown,,,A112,Kaduna Noodles
000010020453,20/07/2024 00:00,20/07/2024 00:00,Line 4,1,20/07/2024 00:00,705,11.75,000010079537,000000000010001251,66,breakdown,E-CUT,ENG_CUTTER,A112,Kaduna Noodles
000010020453,20/07/2024 00:00,20/07/2024 00:00,Line 4,1,20/07/2024 00:00,705,11.75,000010079536,000000000010001286,70,breakdown,E-COOL,ENG_COOLER,A112,Kaduna Noodles
000010020454,20/07/2024 00:00,20/07/2024 00:00,Line 4,2,20/07/2024 00:00,295,4.916666666666667,,,,no breakdown,,,A112,Kaduna Noodles
000010020564,22/07/2024 00:00,22/07/2024 00:00,Line 4,1,22/07/2024 00:00,615,10.25,000010080068,000000000010001274,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
000010020564,22/07/2024 00:00,22/07/2024 00:00,Line 4,1,22/07/2024 00:00,615,10.25,000010080067,000000000010001329,25,breakdown,E-PKCD,ENG_PACKAGING_CODING,A112,Kaduna Noodles
000010020565,22/07/2024 00:00,23/07/2024 00:00,Line 4,2,22/07/2024 00:00,705,11.75,,,,no breakdown,,,A112,Kaduna Noodles
000010020594,23/07/2024 00:00,23/07/2024 00:00,Line 4,1,23/07/2024 00:00,705,11.75,000010080413,000000000010001332,2,breakdown,P-PRODEL,PROD_PROCESS_DELAY,A112,Kaduna Noodles
